,iid,date,score,type,bid,timestamp,year
5261,3529_20170501,05/01/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-05-01,2017
5262,3529_20170523,05/23/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-05-23,2017
5263,3529_20170601,06/01/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-06-01,2017
5264,3529_20170602,06/02/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-06-02,2017
5265,3529_20171213,12/13/2017 12:00:00 AM,83,Routine - Unscheduled,3529,2017-12-13,2017
5266,3529_20171221,12/21/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-12-21,2017
5292,35464_20161006,10/06/2016 12:00:00 AM,-1,Reinspection/Followup,35464,2016-10-06,2016
5293,35464_20180111,01/11/2018 12:00:00 AM,89,Routine - Unscheduled,35464,2018-01-11,2018
5294,35464_20180112,01/12/2018 12:00:00 AM,-1,Reinspection/Followup,35464,2018-01-12,2018
5295,35464_20180124,01/24/2018 12:00:00 AM,-1,Reinspection/Followup,35464,2018-01-24,2018
5296,35464_20180711,07/11/2018 12:00:00 AM,96,Routine - Unscheduled,35464,2018-07-11,2018
5297,35464_20190701,07/01/2019 12:00:00 AM,100,Routine - Unscheduled,35464,2019-07-01,2019
5298,3547_20170419,04/19/2017 12:00:00 AM,92,Routine - Unscheduled,3547,2017-04-19,2017
5299,3547_20171130,11/30/2017 12:00:00 AM,94,Routine - Unscheduled,3547,2017-11-30,2017
5300,3547_20190723,07/23/2019 12:00:00 AM,90,Routine - Unscheduled,3547,2019-07-23,2019
5301,3547_20190802,08/02/2019 12:00:00 AM,-1,Reinspection/Followup,3547,2019-08-02,2019
5317,35591_20180109,01/09/2018 12:00:00 AM,87,Routine - Unscheduled,35591,2018-01-09,2018
5318,35591_20180202,02/02/2018 12:00:00 AM,-1,Reinspection/Followup,35591,2018-02-02,2018
5319,35591_20180829,08/29/2018 12:00:00 AM,92,Routine - Unscheduled,35591,2018-08-29,2018
5320,35591_20190717,07/17/2019 12:00:00 AM,89,Routine - Unscheduled,35591,2019-07-17,2019
5321,35591_20190808,08/08/2019 12:00:00 AM,-1,Reinspection/Followup,35591,2019-08-08,2019
5354,3578_20170322,03/22/2017 12:00:00 AM,96,Routine - Unscheduled,3578,2017-03-22,2017
5355,3578_20180409,04/09/2018 12:00:00 AM,98,Routine - Unscheduled,3578,2018-04-09,2018
5356,3578_20190410,04/10/2019 12:00:00 AM,96,Routine - Unscheduled,3578,2019-04-10,2019
5366,35812_20171012,10/12/2017 12:00:00 AM,93,Routine - Unscheduled,35812,2017-10-12,2017
5367,35812_20180530,05/30/2018 12:00:00 AM,90,Routine - Unscheduled,35812,2018-05-30,2018
5368,35812_20190910,09/10/2019 12:00:00 AM,86,Routine - Unscheduled,35812,2019-09-10,2019
5424,36014_20170110,01/10/2017 12:00:00 AM,92,Routine - Unscheduled,36014,2017-01-10,2017
5425,36014_20180221,02/21/2018 12:00:00 AM,85,Routine - Unscheduled,36014,2018-02-21,2018
5426,36014_20180227,02/27/2018 12:00:00 AM,-1,Reinspection/Followup,36014,2018-02-27,2018
5427,36014_20190709,07/09/2019 12:00:00 AM,83,Routine - Unscheduled,36014,2019-07-09,2019
5428,36014_20190716,07/16/2019 12:00:00 AM,-1,Reinspection/Followup,36014,2019-07-16,2019
5451,3611_20170626,06/26/2017 12:00:00 AM,86,Routine - Unscheduled,3611,2017-06-26,2017
5452,3611_20170724,07/24/2017 12:00:00 AM,-1,Reinspection/Followup,3611,2017-07-24,2017
5453,3611_20170807,08/07/2017 12:00:00 AM,-1,Reinspection/Followup,3611,2017-08-07,2017
5454,3611_20171013,10/13/2017 12:00:00 AM,-1,Foodborne Illness Investigation,3611,2017-10-13,2017
5455,3611_20180403,04/03/2018 12:00:00 AM,94,Routine - Unscheduled,3611,2018-04-03,2018
5456,3611_20190723,07/23/2019 12:00:00 AM,92,Routine - Unscheduled,3611,2019-07-23,2019
5457,3611_20190730,07/30/2019 12:00:00 AM,-1,Reinspection/Followup,3611,2019-07-30,2019
5458,3611_20190909,09/09/2019 12:00:00 AM,-1,Foodborne Illness Investigation,3611,2019-09-09,2019
5465,3614_20161013,10/13/2016 12:00:00 AM,76,Routine - Unscheduled,3614,2016-10-13,2016
5466,3614_20170109,01/09/2017 12:00:00 AM,-1,Reinspection/Followup,3614,2017-01-09,2017
5467,3614_20171116,11/16/2017 12:00:00 AM,81,Routine - Unscheduled,3614,2017-11-16,2017
5468,3614_20180205,02/05/2018 12:00:00 AM,-1,Reinspection/Followup,3614,2018-02-05,2018
5469,3614_20181011,10/11/2018 12:00:00 AM,87,Routine - Unscheduled,3614,2018-10-11,2018
5517,3626_20170605,06/05/2017 12:00:00 AM,-1,Complaint,3626,2017-06-05,2017
5518,3626_20171004,10/04/2017 12:00:00 AM,89,Routine - Unscheduled,3626,2017-10-04,2017
5519,3626_20171013,10/13/2017 12:00:00 AM,-1,Reinspection/Followup,3626,2017-10-13,2017
5520,3626_20180529,05/29/2018 12:00:00 AM,90,Routine - Unscheduled,3626,2018-05-29,2018
5521,3626_20190523,05/23/2019 12:00:00 AM,96,Routine - Unscheduled,3626,2019-05-23,2019
5522,36277_20170126,01/26/2017 12:00:00 AM,90,Routine - Unscheduled,36277,2017-01-26,2017
5523,36277_20181106,11/06/2018 12:00:00 AM,90,Routine - Unscheduled,36277,2018-11-06,2018
5528,3631_20180301,03/01/2018 12:00:00 AM,90,Routine - Unscheduled,3631,2018-03-01,2018
5552,3643_20170419,04/19/2017 12:00:00 AM,86,Routine - Unscheduled,3643,2017-04-19,2017
5553,3643_20170426,04/26/2017 12:00:00 AM,-1,Reinspection/Followup,3643,2017-04-26,2017
5554,3643_20170504,05/04/2017 12:00:00 AM,-1,Reinspection/Followup,3643,2017-05-04,2017
5555,3643_20180719,07/19/2018 12:00:00 AM,88,Routine - Unscheduled,3643,2018-07-19,2018
5556,3643_20190308,03/08/2019 12:00:00 AM,83,Routine - Unscheduled,3643,2019-03-08,2019
5561,3645_20171102,11/02/2017 12:00:00 AM,90,Routine - Unscheduled,3645,2017-11-02,2017
5562,3645_20190430,04/30/2019 12:00:00 AM,-1,Complaint,3645,2019-04-30,2019
5569,36494_20170505,05/05/2017 12:00:00 AM,96,Routine - Unscheduled,36494,2017-05-05,2017
5570,36494_20180205,02/05/2018 12:00:00 AM,91,Routine - Unscheduled,36494,2018-02-05,2018
5571,36494_20180212,02/12/2018 12:00:00 AM,-1,Reinspection/Followup,36494,2018-02-12,2018
5572,36494_20180223,02/23/2018 12:00:00 AM,-1,Reinspection/Followup,36494,2018-02-23,2018
5573,36494_20190402,04/02/2019 12:00:00 AM,94,Routine - Unscheduled,36494,2019-04-02,2019
5602,3651_20161102,11/02/2016 12:00:00 AM,-1,Complaint,3651,2016-11-02,2016
5603,3651_20170622,06/22/2017 12:00:00 AM,-1,Complaint,3651,2017-06-22,2017
5604,3651_20170705,07/05/2017 12:00:00 AM,-1,Non-inspection site visit,3651,2017-07-05,2017
5605,3651_20170719,07/19/2017 12:00:00 AM,-1,Reinspection/Followup,3651,2017-07-19,2017
5606,3651_20170728,07/28/2017 12:00:00 AM,-1,Reinspection/Followup,3651,2017-07-28,2017
5607,3651_20170926,09/26/2017 12:00:00 AM,-1,Complaint,3651,2017-09-26,2017
5608,3651_20170927,09/27/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,3651,2017-09-27,2017
5609,3651_20171116,11/16/2017 12:00:00 AM,90,Routine - Unscheduled,3651,2017-11-16,2017
5610,3651_20180103,01/03/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-01-03,2018
5611,3651_20180504,05/04/2018 12:00:00 AM,-1,Complaint,3651,2018-05-04,2018
5612,3651_20180625,06/25/2018 12:00:00 AM,77,Routine - Unscheduled,3651,2018-06-25,2018
5613,3651_20180626,06/26/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-06-26,2018
5614,3651_20180629,06/29/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-06-29,2018
5615,3651_20190321,03/21/2019 12:00:00 AM,90,Routine - Unscheduled,3651,2019-03-21,2019
5652,36614_20180725,07/25/2018 12:00:00 AM,83,Routine - Unscheduled,36614,2018-07-25,2018
5653,36614_20180806,08/06/2018 12:00:00 AM,-1,Non-inspection site visit,36614,2018-08-06,2018
5654,36614_20180807,08/07/2018 12:00:00 AM,-1,Non-inspection site visit,36614,2018-08-07,2018
5655,36614_20180809,08/09/2018 12:00:00 AM,-1,Reinspection/Followup,36614,2018-08-09,2018
5703,36730_20161006,10/06/2016 12:00:00 AM,88,Routine - Unscheduled,36730,2016-10-06,2016
5704,36730_20180131,01/31/2018 12:00:00 AM,96,Routine - Unscheduled,36730,2018-01-31,2018
5705,36730_20190523,05/23/2019 12:00:00 AM,96,Routine - Unscheduled,36730,2019-05-23,2019
5728,36758_20161214,12/14/2016 12:00:00 AM,86,Routine - Unscheduled,36758,2016-12-14,2016
5729,36758_20181003,10/03/2018 12:00:00 AM,89,Routine - Unscheduled,36758,2018-10-03,2018
5730,36758_20181011,10/11/2018 12:00:00 AM,-1,Reinspection/Followup,36758,2018-10-11,2018
5739,36786_20170208,02/08/2017 12:00:00 AM,82,Routine - Unscheduled,36786,2017-02-08,2017
5740,36786_20180126,01/26/2018 12:00:00 AM,75,Routine - Unscheduled,36786,2018-01-26,2018
5741,36786_20190404,04/04/2019 12:00:00 AM,87,Routine - Unscheduled,36786,2019-04-04,2019
5745,36840_20161102,11/02/2016 12:00:00 AM,92,Routine - Unscheduled,36840,2016-11-02,2016
5746,36840_20171207,12/07/2017 12:00:00 AM,82,Routine - Unscheduled,36840,2017-12-07,2017
5747,36840_20171208,12/08/2017 12:00:00 AM,-1,Reinspection/Followup,36840,2017-12-08,2017
5748,36840_20180103,01/03/2018 12:00:00 AM,-1,Reinspection/Followup,36840,2018-01-03,2018
5749,36840_20180614,06/14/2018 12:00:00 AM,82,Routine - Unscheduled,36840,2018-06-14,2018
5750,36840_20180710,07/10/2018 12:00:00 AM,-1,Reinspection/Followup,36840,2018-07-10,2018
5751,36840_20190523,05/23/2019 12:00:00 AM,98,Routine - Unscheduled,36840,2019-05-23,2019
5767,36876_20161109,11/09/2016 12:00:00 AM,91,Routine - Unscheduled,36876,2016-11-09,2016
5768,36876_20170912,09/12/2017 12:00:00 AM,-1,Complaint,36876,2017-09-12,2017
5769,36876_20170922,09/22/2017 12:00:00 AM,-1,Reinspection/Followup,36876,2017-09-22,2017
5770,36876_20171115,11/15/2017 12:00:00 AM,-1,Complaint,36876,2017-11-15,2017
5771,36876_20180214,02/14/2018 12:00:00 AM,-1,Complaint,36876,2018-02-14,2018
5772,36876_20180904,09/04/2018 12:00:00 AM,92,Routine - Unscheduled,36876,2018-09-04,2018
5773,36876_20180913,09/13/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-09-13,2018
5774,36876_20180924,09/24/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-09-24,2018
5775,36876_20181002,10/02/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-10-02,2018
5776,36876_20190923,09/23/2019 12:00:00 AM,86,Routine - Unscheduled,36876,2019-09-23,2019
5777,36876_20191001,10/01/2019 12:00:00 AM,-1,Reinspection/Followup,36876,2019-10-01,2019
5786,37038_20170131,01/31/2017 12:00:00 AM,94,Routine - Unscheduled,37038,2017-01-31,2017
5787,37038_20180222,02/22/2018 12:00:00 AM,89,Routine - Unscheduled,37038,2018-02-22,2018
5788,37038_20190522,05/22/2019 12:00:00 AM,90,Routine - Unscheduled,37038,2019-05-22,2019
5861,3727_20180320,03/20/2018 12:00:00 AM,88,Routine - Unscheduled,3727,2018-03-20,2018
5875,37350_20180111,01/11/2018 12:00:00 AM,96,Routine - Unscheduled,37350,2018-01-11,2018
5876,37350_20180223,02/23/2018 12:00:00 AM,-1,Reinspection/Followup,37350,2018-02-23,2018
5877,37350_20190412,04/12/2019 12:00:00 AM,94,Routine - Unscheduled,37350,2019-04-12,2019
5963,37682_20170714,07/14/2017 12:00:00 AM,100,Routine - Unscheduled,37682,2017-07-14,2017
5964,37682_20180905,09/05/2018 12:00:00 AM,-1,Foodborne Illness Investigation,37682,2018-09-05,2018
5965,37682_20180912,09/12/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,37682,2018-09-12,2018
5966,37682_20190206,02/06/2019 12:00:00 AM,82,Routine - Unscheduled,37682,2019-02-06,2019
5967,37682_20190304,03/04/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-03-04,2019
5968,37682_20190916,09/16/2019 12:00:00 AM,88,Routine - Unscheduled,37682,2019-09-16,2019
5969,37682_20190925,09/25/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-09-25,2019
5970,37682_20190930,09/30/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-09-30,2019
6025,3796_20170417,04/17/2017 12:00:00 AM,90,Routine - Unscheduled,3796,2017-04-17,2017
6026,3796_20180501,05/01/2018 12:00:00 AM,100,Routine - Unscheduled,3796,2018-05-01,2018
6027,3796_20190710,07/10/2019 12:00:00 AM,87,Routine - Unscheduled,3796,2019-07-10,2019
6028,3796_20190718,07/18/2019 12:00:00 AM,-1,Reinspection/Followup,3796,2019-07-18,2019
6043,38070_20171116,11/16/2017 12:00:00 AM,88,Routine - Unscheduled,38070,2017-11-16,2017
6044,38070_20181026,10/26/2018 12:00:00 AM,82,Routine - Unscheduled,38070,2018-10-26,2018
6045,38070_20181114,11/14/2018 12:00:00 AM,-1,Reinspection/Followup,38070,2018-11-14,2018
6081,38179_20171002,10/02/2017 12:00:00 AM,94,Routine - Unscheduled,38179,2017-10-02,2017
6082,38179_20180710,07/10/2018 12:00:00 AM,96,Routine - Unscheduled,38179,2018-07-10,2018
6083,38179_20190530,05/30/2019 12:00:00 AM,100,Routine - Unscheduled,38179,2019-05-30,2019
6115,38259_20180117,01/17/2018 12:00:00 AM,85,Routine - Unscheduled,38259,2018-01-17,2018
6116,38259_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,38259,2018-01-26,2018
6117,38259_20180417,04/17/2018 12:00:00 AM,-1,Complaint,38259,2018-04-17,2018
6118,38259_20180418,04/18/2018 12:00:00 AM,-1,Complaint,38259,2018-04-18,2018
6119,38259_20180420,04/20/2018 12:00:00 AM,-1,Complaint,38259,2018-04-20,2018
6120,38259_20190415,04/15/2019 12:00:00 AM,88,Routine - Unscheduled,38259,2019-04-15,2019
6127,38307_20170711,07/11/2017 12:00:00 AM,90,Routine - Unscheduled,38307,2017-07-11,2017
6128,38307_20180404,04/04/2018 12:00:00 AM,-1,Reinspection/Followup,38307,2018-04-04,2018
6129,38307_20190507,05/07/2019 12:00:00 AM,-1,Routine - Scheduled,38307,2019-05-07,2019
6174,3838_20170207,02/07/2017 12:00:00 AM,-1,Complaint,3838,2017-02-07,2017
6175,3838_20180222,02/22/2018 12:00:00 AM,72,Routine - Unscheduled,3838,2018-02-22,2018
6176,3838_20180223,02/23/2018 12:00:00 AM,72,Routine - Unscheduled,3838,2018-02-23,2018
6177,3838_20180227,02/27/2018 12:00:00 AM,-1,Non-inspection site visit,3838,2018-02-27,2018
6178,3838_20180228,02/28/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-02-28,2018
6179,3838_20180320,03/20/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-03-20,2018
6180,3838_20180406,04/06/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-04-06,2018
6181,3838_20180423,04/23/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-04-23,2018
6182,3838_20180620,06/20/2018 12:00:00 AM,90,Routine - Unscheduled,3838,2018-06-20,2018
6183,3838_20190813,08/13/2019 12:00:00 AM,-1,Complaint,3838,2019-08-13,2019
6193,38423_20161109,11/09/2016 12:00:00 AM,98,Routine - Unscheduled,38423,2016-11-09,2016
6194,38423_20170620,06/20/2017 12:00:00 AM,98,Routine - Unscheduled,38423,2017-06-20,2017
6195,38423_20171201,12/01/2017 12:00:00 AM,96,Routine - Unscheduled,38423,2017-12-01,2017
6196,38423_20190103,01/03/2019 12:00:00 AM,96,Routine - Unscheduled,38423,2019-01-03,2019
6197,38423_20190208,02/08/2019 12:00:00 AM,-1,Complaint,38423,2019-02-08,2019
6213,3846_20180418,04/18/2018 12:00:00 AM,90,Routine - Unscheduled,3846,2018-04-18,2018
6214,3846_20180425,04/25/2018 12:00:00 AM,-1,Reinspection/Followup,3846,2018-04-25,2018
6215,3846_20190718,07/18/2019 12:00:00 AM,87,Routine - Unscheduled,3846,2019-07-18,2019
6216,3846_20190725,07/25/2019 12:00:00 AM,-1,Reinspection/Followup,3846,2019-07-25,2019
6217,38479_20170419,04/19/2017 12:00:00 AM,96,Routine - Unscheduled,38479,2017-04-19,2017
6218,38479_20190429,04/29/2019 12:00:00 AM,90,Routine - Unscheduled,38479,2019-04-29,2019
6255,38566_20161031,10/31/2016 12:00:00 AM,-1,Complaint,38566,2016-10-31,2016
6256,38566_20161214,12/14/2016 12:00:00 AM,-1,Complaint,38566,2016-12-14,2016
6257,38566_20171025,10/25/2017 12:00:00 AM,-1,Complaint,38566,2017-10-25,2017
6258,38566_20171129,11/29/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,38566,2017-11-29,2017
6259,38566_20171206,12/06/2017 12:00:00 AM,81,Routine - Unscheduled,38566,2017-12-06,2017
6260,38566_20180109,01/09/2018 12:00:00 AM,-1,Reinspection/Followup,38566,2018-01-09,2018
6261,38566_20180116,01/16/2018 12:00:00 AM,-1,Reinspection/Followup,38566,2018-01-16,2018
6262,38566_20180227,02/27/2018 12:00:00 AM,-1,Complaint,38566,2018-02-27,2018
6263,38566_20190109,01/09/2019 12:00:00 AM,-1,Non-inspection site visit,38566,2019-01-09,2019
6264,38566_20190228,02/28/2019 12:00:00 AM,92,Routine - Unscheduled,38566,2019-02-28,2019
6265,38566_20190729,07/29/2019 12:00:00 AM,-1,Complaint,38566,2019-07-29,2019
6336,38788_20171207,12/07/2017 12:00:00 AM,100,Routine - Unscheduled,38788,2017-12-07,2017
6337,38788_20180907,09/07/2018 12:00:00 AM,89,Routine - Unscheduled,38788,2018-09-07,2018
6338,38788_20191003,10/03/2019 12:00:00 AM,90,Routine - Unscheduled,38788,2019-10-03,2019
6344,38808_20170711,07/11/2017 12:00:00 AM,74,Routine - Unscheduled,38808,2017-07-11,2017
6345,38808_20171026,10/26/2017 12:00:00 AM,-1,Complaint,38808,2017-10-26,2017
6346,38808_20180522,05/22/2018 12:00:00 AM,-1,Routine - Unscheduled,38808,2018-05-22,2018
6347,38808_20190805,08/05/2019 12:00:00 AM,69,Routine - Unscheduled,38808,2019-08-05,2019
6348,3885_20180321,03/21/2018 12:00:00 AM,86,Routine - Unscheduled,3885,2018-03-21,2018
6349,3885_20180323,03/23/2018 12:00:00 AM,-1,Reinspection/Followup,3885,2018-03-23,2018
6350,3885_20180330,03/30/2018 12:00:00 AM,-1,Complaint,3885,2018-03-30,2018
6356,38929_20161221,12/21/2016 12:00:00 AM,92,Routine - Unscheduled,38929,2016-12-21,2016
6357,38929_20170920,09/20/2017 12:00:00 AM,77,Routine - Unscheduled,38929,2017-09-20,2017
6358,38929_20180319,03/19/2018 12:00:00 AM,82,Routine - Unscheduled,38929,2018-03-19,2018
6359,38929_20190226,02/26/2019 12:00:00 AM,80,Routine - Unscheduled,38929,2019-02-26,2019
6376,389_20170316,03/16/2017 12:00:00 AM,96,Routine - Unscheduled,389,2017-03-16,2017
6377,389_20180312,03/12/2018 12:00:00 AM,100,Routine - Unscheduled,389,2018-03-12,2018
6378,389_20190215,02/15/2019 12:00:00 AM,98,Routine - Unscheduled,389,2019-02-15,2019
6412,39119_20180117,01/17/2018 12:00:00 AM,85,Routine - Unscheduled,39119,2018-01-17,2018
6413,39119_20190626,06/26/2019 12:00:00 AM,90,Routine - Unscheduled,39119,2019-06-26,2019
6414,39119_20190709,07/09/2019 12:00:00 AM,-1,Complaint,39119,2019-07-09,2019
6432,3926_20161129,11/29/2016 12:00:00 AM,90,Routine - Unscheduled,3926,2016-11-29,2016
6433,3926_20171130,11/30/2017 12:00:00 AM,91,Routine - Unscheduled,3926,2017-11-30,2017
6434,3926_20180221,02/21/2018 12:00:00 AM,-1,Complaint,3926,2018-02-21,2018
6435,3926_20180411,04/11/2018 12:00:00 AM,-1,Structural Inspection,3926,2018-04-11,2018
6436,3926_20180417,04/17/2018 12:00:00 AM,-1,Complaint,3926,2018-04-17,2018
6437,3926_20180510,05/10/2018 12:00:00 AM,-1,Non-inspection site visit,3926,2018-05-10,2018
6438,3926_20190206,02/06/2019 12:00:00 AM,-1,Complaint,3926,2019-02-06,2019
6439,3926_20190221,02/21/2019 12:00:00 AM,-1,Complaint,3926,2019-02-21,2019
6440,3926_20190703,07/03/2019 12:00:00 AM,88,Routine - Unscheduled,3926,2019-07-03,2019
6441,3926_20190712,07/12/2019 12:00:00 AM,-1,Reinspection/Followup,3926,2019-07-12,2019
6442,3926_20190730,07/30/2019 12:00:00 AM,-1,Reinspection/Followup,3926,2019-07-30,2019
6443,3926_20190910,09/10/2019 12:00:00 AM,-1,Foodborne Illness Investigation,3926,2019-09-10,2019
6456,3935_20161230,12/30/2016 12:00:00 AM,98,Routine - Unscheduled,3935,2016-12-30,2016
6457,3935_20170921,09/21/2017 12:00:00 AM,100,Routine - Unscheduled,3935,2017-09-21,2017
6458,3935_20190603,06/03/2019 12:00:00 AM,96,Routine - Unscheduled,3935,2019-06-03,2019
6459,3935_20190614,06/14/2019 12:00:00 AM,-1,Reinspection/Followup,3935,2019-06-14,2019
6460,3935_20190718,07/18/2019 12:00:00 AM,-1,Reinspection/Followup,3935,2019-07-18,2019
6510,39513_20170301,03/01/2017 12:00:00 AM,90,Routine - Unscheduled,39513,2017-03-01,2017
6511,39513_20180817,08/17/2018 12:00:00 AM,96,Routine - Unscheduled,39513,2018-08-17,2018
6512,39513_20190918,09/18/2019 12:00:00 AM,87,Routine - Unscheduled,39513,2019-09-18,2019
6575,39695_20170105,01/05/2017 12:00:00 AM,94,Routine - Unscheduled,39695,2017-01-05,2017
6576,39695_20180531,05/31/2018 12:00:00 AM,100,Routine - Unscheduled,39695,2018-05-31,2018
6577,39695_20190130,01/30/2019 12:00:00 AM,90,Routine - Unscheduled,39695,2019-01-30,2019
6578,39695_20190730,07/30/2019 12:00:00 AM,89,Routine - Unscheduled,39695,2019-07-30,2019
6610,39824_20161011,10/11/2016 12:00:00 AM,-1,New Construction,39824,2016-10-11,2016
6611,39824_20170330,03/30/2017 12:00:00 AM,90,Routine - Unscheduled,39824,2017-03-30,2017
6612,39824_20171108,11/08/2017 12:00:00 AM,90,Routine - Unscheduled,39824,2017-11-08,2017
6613,39824_20181012,10/12/2018 12:00:00 AM,-1,Complaint,39824,2018-10-12,2018
6614,39824_20190130,01/30/2019 12:00:00 AM,81,Routine - Unscheduled,39824,2019-01-30,2019
6615,39824_20190222,02/22/2019 12:00:00 AM,-1,Reinspection/Followup,39824,2019-02-22,2019
6616,39824_20190801,08/01/2019 12:00:00 AM,86,Routine - Unscheduled,39824,2019-08-01,2019
6647,40001_20180423,04/23/2018 12:00:00 AM,90,Routine - Unscheduled,40001,2018-04-23,2018
6648,40001_20180430,04/30/2018 12:00:00 AM,-1,Reinspection/Followup,40001,2018-04-30,2018
6649,40001_20190128,01/28/2019 12:00:00 AM,-1,Non-inspection site visit,40001,2019-01-28,2019
6650,40001_20190419,04/19/2019 12:00:00 AM,91,Routine - Unscheduled,40001,2019-04-19,2019
6651,40001_20190529,05/29/2019 12:00:00 AM,-1,Complaint,40001,2019-05-29,2019
6672,40217_20170324,03/24/2017 12:00:00 AM,83,Routine - Unscheduled,40217,2017-03-24,2017
6673,40217_20170503,05/03/2017 12:00:00 AM,-1,Reinspection/Followup,40217,2017-05-03,2017
6674,40217_20180601,06/01/2018 12:00:00 AM,81,Routine - Unscheduled,40217,2018-06-01,2018
6675,40217_20180608,06/08/2018 12:00:00 AM,-1,Reinspection/Followup,40217,2018-06-08,2018
6676,40217_20190128,01/28/2019 12:00:00 AM,82,Routine - Unscheduled,40217,2019-01-28,2019
6677,40217_20190130,01/30/2019 12:00:00 AM,-1,Reinspection/Followup,40217,2019-01-30,2019
6678,40217_20190722,07/22/2019 12:00:00 AM,92,Routine - Unscheduled,40217,2019-07-22,2019
6754,428_20171026,10/26/2017 12:00:00 AM,98,Routine - Unscheduled,428,2017-10-26,2017
6755,428_20190507,05/07/2019 12:00:00 AM,98,Routine - Unscheduled,428,2019-05-07,2019
6810,4434_20171108,11/08/2017 12:00:00 AM,89,Routine - Unscheduled,4434,2017-11-08,2017
6811,4434_20171128,11/28/2017 12:00:00 AM,-1,Reinspection/Followup,4434,2017-11-28,2017
6812,4434_20180529,05/29/2018 12:00:00 AM,100,Routine - Unscheduled,4434,2018-05-29,2018
6813,4434_20190911,09/11/2019 12:00:00 AM,100,Routine - Unscheduled,4434,2019-09-11,2019
6829,4465_20170602,06/02/2017 12:00:00 AM,-1,Complaint,4465,2017-06-02,2017
6830,4465_20170810,08/10/2017 12:00:00 AM,90,Routine - Unscheduled,4465,2017-08-10,2017
6831,4465_20170825,08/25/2017 12:00:00 AM,-1,Reinspection/Followup,4465,2017-08-25,2017
6832,4465_20180212,02/12/2018 12:00:00 AM,94,Routine - Unscheduled,4465,2018-02-12,2018
6833,4465_20190711,07/11/2019 12:00:00 AM,96,Routine - Unscheduled,4465,2019-07-11,2019
6867,4481_20180118,01/18/2018 12:00:00 AM,93,Routine - Unscheduled,4481,2018-01-18,2018
6868,4481_20180913,09/13/2018 12:00:00 AM,89,Routine - Unscheduled,4481,2018-09-13,2018
6869,4481_20190813,08/13/2019 12:00:00 AM,94,Routine - Unscheduled,4481,2019-08-13,2019
7008,4623_20180201,02/01/2018 12:00:00 AM,100,Routine - Unscheduled,4623,2018-02-01,2018
7009,4623_20190712,07/12/2019 12:00:00 AM,98,Routine - Unscheduled,4623,2019-07-12,2019
7068,4671_20170117,01/17/2017 12:00:00 AM,98,Routine - Unscheduled,4671,2017-01-17,2017
7069,4671_20171130,11/30/2017 12:00:00 AM,100,Routine - Unscheduled,4671,2017-11-30,2017
7070,4671_20180604,06/04/2018 12:00:00 AM,98,Routine - Unscheduled,4671,2018-06-04,2018
7152,4734_20180109,01/09/2018 12:00:00 AM,88,Routine - Unscheduled,4734,2018-01-09,2018
7153,4734_20181128,11/28/2018 12:00:00 AM,85,Routine - Unscheduled,4734,2018-11-28,2018
7154,473_20180409,04/09/2018 12:00:00 AM,90,Routine - Unscheduled,473,2018-04-09,2018
7155,473_20180412,04/12/2018 12:00:00 AM,-1,Non-inspection site visit,473,2018-04-12,2018
7156,473_20190109,01/09/2019 12:00:00 AM,-1,Complaint,473,2019-01-09,2019
7196,477_20170605,06/05/2017 12:00:00 AM,92,Routine - Unscheduled,477,2017-06-05,2017
7197,477_20170612,06/12/2017 12:00:00 AM,-1,Reinspection/Followup,477,2017-06-12,2017
7198,477_20190924,09/24/2019 12:00:00 AM,96,Routine - Unscheduled,477,2019-09-24,2019
7265,480_20171016,10/16/2017 12:00:00 AM,80,Routine - Unscheduled,480,2017-10-16,2017
7266,480_20190611,06/11/2019 12:00:00 AM,82,Routine - Unscheduled,480,2019-06-11,2019
7267,480_20190624,06/24/2019 12:00:00 AM,-1,Reinspection/Followup,480,2019-06-24,2019
7289,483_20171030,10/30/2017 12:00:00 AM,96,Routine - Unscheduled,483,2017-10-30,2017
7290,483_20190816,08/16/2019 12:00:00 AM,91,Routine - Unscheduled,483,2019-08-16,2019
7291,483_20190823,08/23/2019 12:00:00 AM,-1,Reinspection/Followup,483,2019-08-23,2019
