name,display_address,type,rating,review_count,price,latitude,longitude,bid
Barbacco,"220 California St, San Francisco, CA 94111",Italian,3.94,1635,$$,37.793419,-122.399088,61550
Il Canto Cafe,"475 Sacramento St, San Francisco, CA 94111",Coffee & Tea,4.19,481,$,37.794063,-122.400726,71915
Press Club,"20 Yerba Buena Ln, San Francisco, CA 94103",Wine Bars,4.19,1195,$$$,37.785386,-122.403723,37350
Ritual Coffee Roasters,"1026 Valencia St, San Francisco, CA 94110",Coffee Roasteries,3.7,1918,$$,37.756427,-122.421094,18996
Butter,"354 11th St, San Francisco, CA 94103",Dive Bars,3.63,1140,$,37.771168,-122.413179,2407
Eiji,"317 Sanchez St, San Francisco, CA 94114",Sushi Bars,3.67,1118,$$,-9999.0,-9999.0,81971
"La Boulangerie de San Francisco, Pine","2325 Pine St, San Francisco, CA 94115",Bakeries,4.83,802,$,-9999.0,-9999.0,85158
My Tofu House,"4627 Geary Blvd, San Francisco, CA 94118",Korean,4.14,1694,$$,-9999.0,-9999.0,83148
Sanraku,"704 Sutter St, San Francisco, CA 94109",Japanese,4.25,1802,$$,37.788798,-122.412164,2843
LaoTable,"149 2nd St, San Francisco, CA 94105",Laotian,4.03,1275,$$,37.787343,-122.398902,15738
Patxi's Pizza,"511 Hayes St, San Francisco, CA 94102",Pizza,3.71,2408,$$,37.776593,-122.425017,17762
Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115",Pizza,4.65,1511,$$,37.788878,-122.434283,38788
San Francisco Wine Society,"408 Merchant St, San Francisco, CA 94111",Wine Bars,4.77,822,$$,37.795428,-122.400714,67509
Helmand Palace,"2424 Van Ness Ave, San Francisco, CA 94109",Afghan,4.96,865,$$,-9999.0,-9999.0,83995
Basil Thai Restaurant & Bar,"1175 Folsom St, San Francisco, CA 94103",Thai,4.19,1545,$$,37.775508,-122.409361,3459
El Metate Restaurant,"2406 Bryant St, San Francisco, CA 94110",Mexican,4.01,1192,$$,-9999.0,-9999.0,70019
Cha-Ya San Francisco,"762 Valencia St, San Francisco, CA 94110",Japanese,3.97,1251,$$,37.760777,-122.421505,69181
Marcella's Lasagneria,"1099 Tennessee St, San Francisco, CA 94107",Italian,4.22,445,$$,-9999.0,-9999.0,82636
Chloe's Cafe,"1399 Church St, San Francisco, CA 94114",Breakfast & Brunch,3.7,1039,$$,37.748594,-122.427116,1332
Kingdom Of Dumplings,"1713 Taraval St, San Francisco, CA 94116",Dim Sum,3.89,2251,$$,-9999.0,-9999.0,80316
Delarosa,"37 Yerba Buena Ln, San Francisco, CA 94103",Pizza,4.22,1466,$$,-9999.0,-9999.0,84038
Mazarine Coffee,"720 Market St, San Francisco, CA 94102",Coffee & Tea,4.15,817,$$,-9999.0,-9999.0,79753
The Grove Yerba Buena,"690 Mission St, San Francisco, CA 94105",Sandwiches,3.86,2015,$$,37.786474,-122.401788,61602
Arizmendi Bakery,"1268 Valencia St, San Francisco, CA 94110",Bakeries,4.32,688,$,37.752612,-122.420769,64116
Mikkeller Bar,"34 Mason St, San Francisco, CA 94102",Gastropubs,4.34,1247,$$,-9999.0,-9999.0,74358
Ace Wasabi  Rock-N-Roll Sushi,"3339 Steiner St, San Francisco, CA 94123",Sushi Bars,4.25,1008,$$,37.800215,-122.437834,3727
Curry Leaf,"943 Columbus Ave, San Francisco, CA 94133",Indian,4.27,758,$$,-9999.0,-9999.0,76543
Thai Idea Vegetarian,"710 Polk St, San Francisco, CA 94109",Thai,4.61,779,$$,-9999.0,-9999.0,93336
Marnee Thai,"2225 Irving St, San Francisco, CA 94122",Thai,4.15,1894,$$,37.763343,-122.481809,538
Zeitgeist,"199 Valencia St, San Francisco, CA 94103",Bars,3.79,2691,$,-9999.0,-9999.0,68799
Capo's by Tony Gemignani,"641 Vallejo St, San Francisco, CA 94133",Italian,4.2,896,$$,-9999.0,-9999.0,68321
CoffeeShop,"3139 Mission St, San Francisco, CA 94110",Coffee & Tea,4.54,379,$$,-9999.0,-9999.0,74202
Cafe Bunn Mi,"417 Clement St, San Francisco, CA 94118",Vietnamese,4.09,1359,$$,37.782953,-122.4637,66361
Ananda Fuara,"1298 Market St, San Francisco, CA 94102",Vegetarian,4.0,1129,$$,37.777824,-122.415969,2561
Shabu Club,"951 Clement St, San Francisco, CA 94118",Japanese,3.68,908,$$$,-9999.0,-9999.0,71999
Joe’s Ice Cream,"5420 Geary Blvd, San Francisco, CA 94121",Ice Cream & Frozen Yogurt,3.75,895,$,37.780488,-122.477751,68784
Cafe de Casa,"2701 Leavenworth St, San Francisco, CA 94133",Coffee & Tea,4.14,498,$$,-9999.0,-9999.0,82315
Nob Hill Cafe,"1152 Taylor St, San Francisco, CA 94108",Italian,4.13,1411,$$,37.793238,-122.412746,1829
The Progress,"1525 Fillmore St, San Francisco, CA 94115",American (New),4.17,943,$$$$,-9999.0,-9999.0,80893
Keeva Indian Kitchen,"908 Clement St, San Francisco, CA 94118",Indian,4.33,641,$$,-9999.0,-9999.0,89025
SPQR,"1911 Fillmore St, San Francisco, CA 94115",Italian,3.65,2026,$$$$,37.787295,-122.433535,34418
House of Nanking,"919 Kearny St, San Francisco, CA 94133",Dim Sum,3.75,3616,$$,37.796463,-122.405224,884
Plentea,"341 Kearny St, San Francisco, CA 94108",Tea Rooms,3.82,2046,$,-9999.0,-9999.0,77760
Rintaro,"82 14th St, San Francisco, CA 94103",Izakaya,3.86,754,$$$,-9999.0,-9999.0,79410
Mr Pollo,"2823 Mission St, San Francisco, CA 94110",American (New),4.47,620,$$$,-9999.0,-9999.0,77750
The Mill,"736 Divisadero St, San Francisco, CA 94117",Coffee & Tea,4.0,1259,$$,-9999.0,-9999.0,71366
Dancing Yak,"280 Valencia St, San Francisco, CA 94103",Himalayan/Nepalese,3.95,613,$$,-9999.0,-9999.0,95177
Chong Qing Xiao Mian,"915 Kearny St, San Francisco, CA 94133",Noodles,3.84,994,$$,-9999.0,-9999.0,88082
PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",Japanese,3.89,1158,$$$$,37.793424,-122.398168,61499
PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",Japanese,3.69,1158,$$$$,37.793424,-122.398168,61856
PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",Japanese,3.86,1158,$$$$,-9999.0,-9999.0,78426
International Smoke San Francisco,"301 Mission St, San Francisco, CA 94105",Barbeque,4.07,1616,$$$,37.790958,-122.396042,39824
New Eritrea Restaurant & Bar,"907 Irving St, San Francisco, CA 94122",Ethiopian,3.7,801,$$,37.763964,-122.467639,3183
Rhea's Deli & Market,"800 Valencia St, San Francisco, CA 94110",Delis,4.57,678,$,-9999.0,-9999.0,78172
The Yellow Submarine,"503 Irving St, San Francisco, CA 94122",Sandwiches,4.19,967,$,37.764136,-122.463146,65531
Wooden Spoon,"2172 Market St, San Francisco, CA 94114",Breakfast & Brunch,4.2,496,$$,-9999.0,-9999.0,93105
IPOT,"1420 Irving St, San Francisco, CA 94122",Chinese,4.04,1131,$$$,-9999.0,-9999.0,81857
Mission Rock Resort,"817 Terry Francois Blvd, San Francisco, CA 94158",Seafood,3.79,1379,$$,-9999.0,-9999.0,69147
St. Francis Fountain,"2801 24th St, San Francisco, CA 94110",Breakfast & Brunch,4.21,1217,$$,37.752833,-122.408349,2421
San Francisco Museum of Modern Art,"151 3rd St, San Francisco, CA 94103",Art Museums,3.76,759,,-9999.0,-9999.0,87339
Frena,"132 6th St, San Francisco, CA 94103",Bakeries,4.66,432,$$,-9999.0,-9999.0,89728
Lou's Cafe,"1508 Taraval St, San Francisco, CA 94116",Breakfast & Brunch,4.37,468,$,-9999.0,-9999.0,79564
Live Sushi Bar,"2001 17th St, San Francisco, CA 94103",Sushi Bars,3.81,1305,$$,37.764693,-122.403699,37038
25 Lusk,"25 Lusk St, San Francisco, CA 94107",American (New),4.11,1459,$$$,37.778414,-122.394411,64384
25 Lusk,"25 Lusk St, San Francisco, CA 94107",American (New),4.01,1459,$$$,-9999.0,-9999.0,93572
Noe Valley Bakery,"4073 24th St, San Francisco, CA 94114",Bakeries,4.15,871,$$,37.751314,-122.433409,4434
Breakfast at Tiffany's,"2499 San Bruno Ave, San Francisco, CA 94134",Diners,4.37,1022,$$,-9999.0,-9999.0,78306
Philmore Creamery,"1840 Fillmore St, San Francisco, CA 94115",Gelato,4.09,324,$$,-9999.0,-9999.0,95657
Grubbin',"1404 Taraval St, San Francisco, CA 94116",Sandwiches,4.14,543,$$,-9999.0,-9999.0,77781
VeganBurg,"1466 Haight St, San Francisco, CA 94117",Vegan,4.11,921,$$,-9999.0,-9999.0,82373
Poc-Chuc,"2886 16th St, San Francisco, CA 94103",Latin American,4.54,578,$$,-9999.0,-9999.0,77548
The Fly Trap,"606 Folsom St, San Francisco, CA 94107",Bars,4.05,1069,$$,37.785404,-122.396979,38479
El Castillito,"136 Church St, Ste 1111, San Francisco, CA 94114",Mexican,4.19,887,$$,37.768776,-122.429095,943
Eats,"50 Clement St, San Francisco, CA 94118",American (Traditional),3.83,1260,$$,37.783221,-122.459588,61093
Kitava,"2011 Mission St, San Francisco, CA 94110",Gluten-Free,4.25,561,$$,-9999.0,-9999.0,90652
Cassava,"3519 Balboa St, San Francisco, CA 94121",American (New),3.95,951,$$$,37.775705,-122.496453,68493
West of Pecos,"550 Valencia St, San Francisco, CA 94110",American (Traditional),3.96,1096,$$,37.764087,-122.421881,68963
Hook Fish,"4542 Irving St, San Francisco, CA 94122",Seafood,4.95,805,$$,-9999.0,-9999.0,90758
House of Thai,"901 Larkin St, San Francisco, CA 94109",Thai,4.25,1486,$$,37.786119,-122.418182,64161
Shalimar,"532 Jones St, San Francisco, CA 94102",Pakistani,3.7,1464,$$,-9999.0,-9999.0,69665
Padrecito,"901 Cole St, San Francisco, CA 94117",Mexican,3.98,1027,$$,37.765644,-122.449974,71356
Jin Pot Shabu House,"5158 Geary Blvd, San Francisco, CA 94118",Japanese,4.63,415,$$$,-9999.0,-9999.0,92029
Oren's Hummus,"71 3rd St, San Francisco, CA 94103",Mediterranean,3.69,811,$$,-9999.0,-9999.0,94127
Cafe Europa,"4318 California St, San Francisco, CA 94118",German,4.44,528,$$,37.785108,-122.463874,70641
Aslam's Rasoi,"1037 Valencia St, San Francisco, CA 94110",Indian,3.99,965,$$,37.756293,-122.421016,65487
ROOH,"333 Brannan St, Ste 150, San Francisco, CA 94107",Indian,4.11,1000,$$$,-9999.0,-9999.0,86484
ROOH,"333 Brannan St, Ste 150, San Francisco, CA 94107",Indian,4.18,1000,$$$,-9999.0,-9999.0,89722
Lahore Karahi,"612 O'Farrell St, San Francisco, CA 94109",Indian,3.94,1464,$$,37.785635,-122.414779,69016
The Pink Elephant,"142 Minna St, San Francisco, CA 94105",Breakfast & Brunch,4.29,1599,$$$,-9999.0,-9999.0,69397
Trick Dog,"3010 20th St, San Francisco, CA 94110",Cocktail Bars,3.64,848,$$,-9999.0,-9999.0,71149
La Palma Mexicatessen,"2884 24th St, San Francisco, CA 94110",Mexican,4.47,691,$,37.752798,-122.409922,4914
15 Romolo,"15 Romolo Pl, San Francisco, CA 94133",Tapas/Small Plates,3.8,1075,$$,37.798244,-122.406324,1844
Rolling Out,"1722 Taraval St, San Francisco, CA 94116",Bakeries,4.33,492,$,37.742678,-122.484682,67567
Causwells,"2346 Chestnut St, San Francisco, CA 94123",American (New),3.78,858,$$,-9999.0,-9999.0,78338
Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA 94121",Dim Sum,3.65,1726,$$,-9999.0,-9999.0,99421
Ted's Market & Deli,"1530 Howard St, San Francisco, CA 94103",Delis,4.36,519,$,37.772723,-122.41608,4923
The Baked Bear,"303 Columbus Ave, San Francisco, CA 94133",Desserts,4.61,622,$,-9999.0,-9999.0,86294
Domo,"511 Laguna St, San Francisco, CA 94102",Sushi Bars,3.89,931,$$,37.775902,-122.426174,39513
Pho 2000,"637 Larkin St, San Francisco, CA 94109",Vietnamese,4.02,845,$$,-9999.0,-9999.0,99268
Aria Korean Street Food,"932 Larkin St, San Francisco, CA 94109",Korean,3.87,1089,$$,37.786565,-122.418116,69353
City View Restaurant,"662 Commercial St, San Francisco, CA 94111",Dim Sum,3.88,1433,$$,37.794127,-122.404074,3510
Caffe Greco,"423 Columbus Ave, San Francisco, CA 94133",Coffee & Tea,3.94,1120,$,37.79886,-122.408204,473
Jane on Fillmore,"2123 Fillmore St, San Francisco, CA 94115",Coffee & Tea,3.78,1087,$$,37.789404,-122.433954,64835
Magnolia Brewing - Haight,"1398 Haight St, San Francisco, CA 94117",Gastropubs,3.67,1809,$$,-9999.0,-9999.0,93539
Tacolicious,"741 Valencia St, San Francisco, CA 94110",Caterers,3.45,1570,$$,37.760974,-122.421456,66685
Freddie's Sandwiches,"300 Francisco St, San Francisco, CA 94133",Sandwiches,4.0,539,$,37.805128,-122.410284,4465
The Baked Bear,"2824 Jones St, San Francisco, CA 94133",Ice Cream & Frozen Yogurt,4.21,433,$,-9999.0,-9999.0,86283
The Shota,"115 Sansome St, San Francisco, CA 94104",Japanese,4.77,226,$$$$,-9999.0,-9999.0,82930
The Shota,"115 Sansome St, San Francisco, CA 94104",Japanese,4.94,226,$$$$,-9999.0,-9999.0,85525
Monsieur Benjamin,"451 Gough St, San Francisco, CA 94102",French,3.52,1034,$$$,-9999.0,-9999.0,78213
Sodini's Green Valley Restaurant,"510 Green St, San Francisco, CA 94133",Italian,3.89,990,$$,37.799697,-122.407614,63121
Phat Philly,"3388 24th St, San Francisco, CA 94110",Sandwiches,4.14,1062,$$,-9999.0,-9999.0,79025
Bi-Rite Market,"550 Divisadero St, San Francisco, CA 94117",Grocery,4.23,518,$$$,-9999.0,-9999.0,71530
Christopher Elbow Chocolates,"401 Hayes St, San Francisco, CA 94102",Desserts,4.42,490,$$$,-9999.0,-9999.0,84888
Alegrias,"2018 Lombard St, San Francisco, CA 94123",Spanish,3.58,861,$$,37.800048,-122.434714,2507
Bite,"912 Sutter St, San Francisco, CA 94104",Delis,3.73,837,$$,37.788367,-122.415474,59599
Plain Jane,"1000 Guerrero St, San Francisco, CA 94110",Breakfast & Brunch,4.09,442,$$,-9999.0,-9999.0,99740
Higher Grounds Coffee House,"691 Chenery St, San Francisco, CA 94131",Coffee & Tea,4.25,470,$$,37.734483,-122.43368,1339
Arinell Pizza,"509 Valencia St, San Francisco, CA 94110",Pizza,4.0,1228,$,37.764744,-122.421803,1081
Escape From New York Pizza,"1737 Haight St, San Francisco, CA 94117",Pizza,4.43,1198,$,37.769423,-122.451227,58781
The Pawn Shop,"993 Mission St, San Francisco, CA 94103",Speakeasies,4.2,385,$$,-9999.0,-9999.0,98222
Sons & Daughters,"708 Bush St, San Francisco, CA 94108",American (New),3.77,734,$$$$,-9999.0,-9999.0,81974
The Cavalier,"360 Jessie St, San Francisco, CA 94103",American (New),3.71,1075,$$$,-9999.0,-9999.0,75187
Toyose,"3814 Noriega St, San Francisco, CA 94122",Korean,3.6,1637,$$,-9999.0,-9999.0,69528
Wayo Sushi,"1407 Van Ness Ave, San Francisco, CA 94109",Sushi Bars,3.73,736,$$,37.788609,-122.42213,323
Miette Patisserie & Confiserie,"449 Octavia St, San Francisco, CA 94102",Bakeries,3.82,705,$$,37.776257,-122.424648,33084
Caffe Macaroni,"59 Columbus Ave, San Francisco, CA 94133",Italian,4.4,590,$$,-9999.0,-9999.0,88821
Sixth Course,"1544 15th St, San Francisco, CA 94103",Desserts,4.14,385,$$,-9999.0,-9999.0,79783
El Farolito,"2950 24th St, San Francisco, CA 94110",Mexican,3.9,905,$,37.752728,-122.411122,2427
Taqueria Vallarta,"3033 24th St, San Francisco, CA 94110",Tacos,3.83,891,$$,-9999.0,-9999.0,98995
Tonga Room & Hurricane Club,"950 Mason St, San Francisco, CA 94108",Asian Fusion,3.7,2837,$$$,-9999.0,-9999.0,85933
Tonga Room & Hurricane Club,"950 Mason St, San Francisco, CA 94108",Asian Fusion,4.19,2837,$$$,-9999.0,-9999.0,85935
Tonga Room & Hurricane Club,"950 Mason St, San Francisco, CA 94108",Asian Fusion,3.47,2837,$$$,-9999.0,-9999.0,85936
Tonga Room & Hurricane Club,"950 Mason St, San Francisco, CA 94108",Asian Fusion,3.77,2837,$$$,-9999.0,-9999.0,85937
Tacolicious,"2250 Chestnut St, San Francisco, CA 94123",Cocktail Bars,3.38,1696,$$,-9999.0,-9999.0,88139
Campton Place,"340 Stockton St, San Francisco, CA 94108",American (New),3.82,739,$$$$,37.789128,-122.406847,34221
Haight Street Market,"1530 Haight St, San Francisco, CA 94117",Grocery,4.53,482,$$,37.769957,-122.447533,64660
Haight Street Market,"1530 Haight St, San Francisco, CA 94117",Grocery,4.61,482,$$,-9999.0,-9999.0,80961
Z & Y Restaurant,"655 Jackson St, San Francisco, CA 94133",Dim Sum,3.68,1952,$$,-9999.0,-9999.0,76477
Little Sweet - Inner Richmond,"3836 Geary Blvd, San Francisco, CA 94118",Bubble Tea,3.8,824,$$,-9999.0,-9999.0,81884
Sears Fine Food,"439 Powell St, San Francisco, CA 94102",American (Traditional),3.62,2085,$$,37.788823,-122.408554,3482
Crustacean,"1475 Polk St, Fl 3, San Francisco, CA 94109",Asian Fusion,3.48,1707,$$$,37.790324,-122.420664,1144
Crustacean,"1475 Polk St, Fl 3, San Francisco, CA 94109",Asian Fusion,3.52,1707,$$$,37.790324,-122.420664,3048
Crustacean,"1475 Polk St, Fl 3, San Francisco, CA 94109",Asian Fusion,3.6,1707,$$$,37.790324,-122.420664,65672
La Corneta Taqueria,"2834 Diamond St, San Francisco, CA 94131",Mexican,4.36,1232,$$,37.734012,-122.434072,69475
Ristorante Milano,"1448 Pacific Ave, San Francisco, CA 94109",Italian,3.81,734,$$$,37.795398,-122.419044,65833
Mission Street Oyster Bar & Seafood Restaurant,"2282 Mission St, San Francisco, CA 94110",Seafood,3.75,687,$$,-9999.0,-9999.0,69813
Mo's Grill,"1322 Grant Ave, San Francisco, CA 94133",Burgers,3.79,894,$$,37.799058,-122.407217,480
Cha Cha Cha,"2327 Mission St, San Francisco, CA 94110",Bars,3.42,2003,$$,-9999.0,-9999.0,89141
Sakesan Sushi & Bistro,"626 Clement St, San Francisco, CA 94118",Japanese,3.9,1138,$$,37.782898,-122.466011,65813
Lupa Trattoria,"4109 24th St, San Francisco, CA 94114",Italian,3.72,702,$$,37.751243,-122.434529,1626
Johnny Foley's,"243 O'Farrell St, San Francisco, CA 94102",Irish,4.19,1347,$$,37.786314,-122.408697,3796
Fable,"558 Castro St, San Francisco, CA 94114",American (New),3.61,693,$$,37.759928,-122.434945,71328
Saffron 685,"685 Townsend St, San Francisco, CA 94103",Mediterranean,3.78,859,$$,37.770728,-122.402962,27947
Breadbelly,"1408 Clement St, San Francisco, CA 94118",Bakeries,4.1,381,$$,-9999.0,-9999.0,97975
Le Colonial,"20 Cosmo Pl, San Francisco, CA 94109",Vietnamese,3.52,1744,$$$,37.788108,-122.412394,3935
Cioppino's,"400 Jefferson St, San Francisco, CA 94109",Italian,3.41,1817,$$,37.807854,-122.419124,3120
Kazan,"2809 24th St, San Francisco, CA 94110",Japanese,4.36,525,$$,-9999.0,-9999.0,80629
The Pizza Shop,"3104 24th St, San Francisco, CA 94110",Pizza,4.2,444,$,-9999.0,-9999.0,75465
Norman's Ice Cream & Freezes,"2801 Leavenworth St, San Francisco, CA 94133",Ice Cream & Frozen Yogurt,4.43,386,$,37.807155,-122.419004,1442
Norman's Ice Cream & Freezes,"2801 Leavenworth St, San Francisco, CA 94133",Ice Cream & Frozen Yogurt,4.45,386,$,37.807155,-122.419004,31
ChouChou French Bistro,"400 Dewey Blvd, San Francisco, CA 94116",French,4.25,1283,$$$,37.747174,-122.459368,71476
Crown & Crumpet Tea Salon,"1746 Post St, San Francisco, CA 94115",Tea Rooms,3.5,771,$$,-9999.0,-9999.0,73998
Saison,"178 Townsend St, San Francisco, CA 94107",American (New),3.47,581,$$$$,-9999.0,-9999.0,70949
Kuma Sushi + Sake,"1040 Polk St, San Francisco, CA 94109",Sushi Bars,4.57,434,$$,-9999.0,-9999.0,91989
Rocco's Café,"1131 Folsom St, San Francisco, CA 94103",Italian,3.79,1057,$$,37.776127,-122.408602,2995
Birdsong,"1085 Mission St, San Francisco, CA 94103",American (New),4.13,343,$$$$,-9999.0,-9999.0,94280
Papito Potrero Hill,"1457 18th St, San Francisco, CA 94107",Mexican,3.61,783,$$,37.762493,-122.397073,61460
Sushi Hon,"2598 Harrison St, San Francisco, CA 94110",Japanese,4.16,452,$$$$,37.749851,-122.415121,5301
Sushi Hon,"2598 Harrison St, San Francisco, CA 94110",Japanese,4.76,452,$$$$,-9999.0,-9999.0,86475
Palm House,"2032 Union St, San Francisco, CA 94123",Caribbean,4.44,1111,$$,-9999.0,-9999.0,78747
Street Taco,"1607 Haight St, San Francisco, CA 94117",Mexican,3.69,643,$$,-9999.0,-9999.0,79052
Elephant Sushi,"1916 Hyde St, San Francisco, CA 94109",Sushi Bars,4.06,860,$$$,37.79861,-122.418867,69512
HOT JOHNNIE’S,"4077 18th St, San Francisco, CA 94114",Sandwiches,4.91,247,$$,37.760893,-122.434459,66336
DragonEats,"520 Gough St, San Francisco, CA 94102",Vietnamese,4.42,460,$,37.778357,-122.423237,69388
Golden Star Vietnamese Restaurant,"11 Walter U Lum Pl, San Francisco, CA 94108",Vietnamese,3.61,1275,$$,37.794555,-122.405724,3547
GIO Gelati - San Francisco,"1998 Union St, San Francisco, CA 94123",Gelato,4.79,295,$,-9999.0,-9999.0,93822
Yo Yo's,"318 Pacific Ave, San Francisco, CA 94111",Japanese,4.46,585,$,37.797668,-122.401134,4623
Bean Bag Cafe,"601 Divisadero St, San Francisco, CA 94117",Coffee & Tea,4.05,919,$$,37.775184,-122.437864,2374
Super Duper Burgers,"2201 Chestnut St, San Francisco, CA 94123",Burgers,4.48,972,$$,37.800344,-122.439697,66999
Sift Dessert Bar,"2411 California St, San Francisco, CA 94115",Desserts,3.92,733,$$,37.788834,-122.43402,69753
Fillmore Bakeshop,"1890 Fillmore St, San Francisco, CA 94115",Desserts,3.86,552,$$,37.786951,-122.433362,64346
Ambrosia Bakery,"2605 Ocean Ave, San Francisco, CA 94132",Bakeries,3.96,647,$,-9999.0,-9999.0,96110
ABV,"3174 16th St, San Francisco, CA 94103",Cocktail Bars,3.79,639,$$,-9999.0,-9999.0,78642
Teaspoon,"2125 Polk St, San Francisco, CA 94109",Desserts,3.7,622,$$,-9999.0,-9999.0,88574
Boogaloos,"3296 22nd St, San Francisco, CA 94110",American (Traditional),4.19,1143,$$,37.755357,-122.420652,2426
Lucca Delicatessen,"2120 Chestnut St, San Francisco, CA 94123",Delis,4.07,730,$$,37.800568,-122.438354,4734
Enjoy Vegetarian Restaurant,"754 Kirkham St, San Francisco, CA 94122",Chinese,3.48,569,$$,37.760198,-122.469081,17647
Noeteca Wine Bar,"1551 Dolores St, San Francisco, CA 94110",Wine Bars,4.37,498,$$,-9999.0,-9999.0,90010
Saiwaii Ramen,"2240 Irving St, San Francisco, CA 94122",Ramen,4.45,1219,$$,37.763368,-122.482262,63615
Dianda's Italian American Pastry,"2883 Mission St, San Francisco, CA 94110",Bakeries,3.69,678,$$,37.750959,-122.418264,7786
Poesia,"4072 18th St, San Francisco, CA 94114",Italian,3.99,846,$$$,37.760959,-122.434302,36614
Jasmine Garden,"708 14th St, San Francisco, CA 94114",Vietnamese,3.64,696,$$,37.767718,-122.429332,38070
Mission Chinese Food,"2234 Mission St, Lung Shan Restaurant, San Francisco, CA 94110",Chinese,3.66,2361,$$,-9999.0,-9999.0,78215
Brothers Restaurant,"4128 Geary Blvd, San Francisco, CA 94118",Korean,4.0,1267,$$,37.781148,-122.463762,39119
Za Pizza,"1919 Hyde St, San Francisco, CA 94109",Pizza,4.03,1186,$$,37.798553,-122.418964,2053
JIJIME,"5524 Geary Blvd, San Francisco, CA 94121",Korean,4.53,452,$$,-9999.0,-9999.0,93187
Tanguito,"2850 Jones St, San Francisco, CA 94133",Argentine,4.12,637,$$,37.807263,-122.41722,38307
Crostini & Java,"899 Hyde St, San Francisco, CA 94109",Coffee & Tea,4.9,266,$$,-9999.0,-9999.0,89138
Esperpento,"3295 22nd St, San Francisco, CA 94110",Spanish,3.07,1371,$$,37.755303,-122.420649,1584
Twisted Donuts and Coffee,"1243 Noriega St, San Francisco, CA 94122",Donuts,4.43,518,$,-9999.0,-9999.0,79407
OSHA Thai Noodle Cafe,"696 Geary St, San Francisco, CA 94102",Thai,3.44,1703,$$,37.786598,-122.414583,1741
E&O Kitchen and Bar,"314 Sutter St, San Francisco, CA 94108",Asian Fusion,3.57,1150,$$,-9999.0,-9999.0,88475
Flores,"2030 Union St, San Francisco, CA 94123",Mexican,3.83,809,$$,-9999.0,-9999.0,89775
Paprika,"3324 24th St, San Francisco, CA 94110",Czech,4.37,438,$$,-9999.0,-9999.0,78762
Java Beach Café,"1396 La Playa St, San Francisco, CA 94122",Coffee & Tea,3.79,1151,$$,37.760416,-122.509106,961
Iza Ramen Lower Haight,"237 Fillmore St, San Francisco, CA 94117",Ramen,3.7,771,$$,-9999.0,-9999.0,83994
Nabe,"1325 9th Ave, San Francisco, CA 94122",Hot Pot,3.21,553,$$,-9999.0,-9999.0,88577
Boba Guys,"8 Octavia St, San Francisco, CA 94102",Coffee & Tea,3.91,573,$,-9999.0,-9999.0,85809
Daigo Sushi,"2450 Clement St, San Francisco, CA 94121",Japanese,3.28,548,$$,-9999.0,-9999.0,69957
Nara,"1515 Polk St, San Francisco, CA 94109",Japanese,4.14,429,$$,-9999.0,-9999.0,91453
New Taraval Cafe,"1054 Taraval St, San Francisco, CA 94116",Breakfast & Brunch,4.49,566,$$,-9999.0,-9999.0,82100
Ginza Sushi & Sake,"1793 Haight St, San Francisco, CA 94117",Sushi Bars,3.35,551,$$,-9999.0,-9999.0,86073
Kaiju Eats Ramen and Izakaya,"3409 Geary Blvd, San Francisco, CA 94118",Sushi Bars,4.06,857,$$,-9999.0,-9999.0,84656
Rooster & Rice,"2211 Filbert St, San Francisco, CA 94123",Chicken Shop,4.42,489,$$,-9999.0,-9999.0,94722
Toyama Sushi,"3727 Geary Blvd, San Francisco, CA 94118",Japanese,4.28,340,$$,-9999.0,-9999.0,94959
District San Francisco,"216 Townsend St, San Francisco, CA 94107",Wine Bars,3.92,1187,$$,37.778534,-122.393219,24534
Cafe La Flore Irving,"1340 Irving St, San Francisco, CA 94122",Coffee & Tea,4.17,479,$$,37.763798,-122.472422,68909
Muguboka Restaurant,"401 Balboa St, San Francisco, CA 94118",Korean,3.8,800,$$,-9999.0,-9999.0,97882
Taqueria El Buen Sabor,"699 Valencia St, San Francisco, CA 94110",Mexican,3.81,646,$,37.761743,-122.421492,1296
Terzo,"3011 Steiner St, San Francisco, CA 94123",Mediterranean,3.69,672,$$$,37.797144,-122.437224,18805
District Tea,"2154 Mission St, San Francisco, CA 94110",Bubble Tea,4.62,324,$$,-9999.0,-9999.0,100992
Ly's Vietnamese Cuisine,"1779 Lombard St, San Francisco, CA 94123",Vietnamese,4.65,527,$$,-9999.0,-9999.0,83403
San Francisco Wine & Cheese,"141 Gough St, San Francisco, CA 94102",Cheese Shops,4.35,163,$$,-9999.0,-9999.0,96598
A16,"2355 Chestnut St, San Francisco, CA 94123",Italian,3.37,2104,$$$,37.800043,-122.442097,10668
Vega,"419 Cortland Ave, San Francisco, CA 94110",Italian,3.99,686,$$,37.739207,-122.417447,95
Sai Jai Thai Restaurant,"771 O'Farrell St, San Francisco, CA 94109",Thai,3.81,943,$,37.785182,-122.417409,1734
Uncle Benny's Donut and Bagel,"2049 Irving St, San Francisco, CA 94122",Donuts,4.38,427,$$,-9999.0,-9999.0,78063
