iid,date,score,type,bid,timestamp,year
3200_20190805,08/05/2019 12:00:00 AM,-1,Reinspection/Followup,3200,2019-08-05,2019
3206_20170201,02/01/2017 12:00:00 AM,-1,Non-inspection site visit,3206,2017-02-01,2017
3206_20170308,03/08/2017 12:00:00 AM,83,Routine - Unscheduled,3206,2017-03-08,2017
3206_20170328,03/28/2017 12:00:00 AM,-1,Reinspection/Followup,3206,2017-03-28,2017
3206_20170425,04/25/2017 12:00:00 AM,-1,Reinspection/Followup,3206,2017-04-25,2017
3206_20171115,11/15/2017 12:00:00 AM,82,Routine - Unscheduled,3206,2017-11-15,2017
3206_20171218,12/18/2017 12:00:00 AM,-1,Reinspection/Followup,3206,2017-12-18,2017
3206_20181003,10/03/2018 12:00:00 AM,72,Routine - Unscheduled,3206,2018-10-03,2018
3206_20181010,10/10/2018 12:00:00 AM,-1,Reinspection/Followup,3206,2018-10-10,2018
3206_20190520,05/20/2019 12:00:00 AM,88,Routine - Unscheduled,3206,2019-05-20,2019
3211_20170912,09/12/2017 12:00:00 AM,85,Routine - Unscheduled,3211,2017-09-12,2017
3211_20180905,09/05/2018 12:00:00 AM,86,Routine - Unscheduled,3211,2018-09-05,2018
3211_20190814,08/14/2019 12:00:00 AM,90,Routine - Unscheduled,3211,2019-08-14,2019
3218_20170425,04/25/2017 12:00:00 AM,89,Routine - Unscheduled,3218,2017-04-25,2017
3218_20170509,05/09/2017 12:00:00 AM,-1,Reinspection/Followup,3218,2017-05-09,2017
3218_20180831,08/31/2018 12:00:00 AM,91,Routine - Unscheduled,3218,2018-08-31,2018
3218_20190927,09/27/2019 12:00:00 AM,96,Routine - Unscheduled,3218,2019-09-27,2019
3228_20180619,06/19/2018 12:00:00 AM,86,Routine - Unscheduled,3228,2018-06-19,2018
323_20161108,11/08/2016 12:00:00 AM,94,Routine - Unscheduled,323,2016-11-08,2016
323_20180802,08/02/2018 12:00:00 AM,98,Routine - Unscheduled,323,2018-08-02,2018
323_20190904,09/04/2019 12:00:00 AM,96,Routine - Unscheduled,323,2019-09-04,2019
32738_20161013,10/13/2016 12:00:00 AM,-1,Reinspection/Followup,32738,2016-10-13,2016
32738_20170503,05/03/2017 12:00:00 AM,92,Routine - Unscheduled,32738,2017-05-03,2017
32738_20180531,05/31/2018 12:00:00 AM,92,Routine - Unscheduled,32738,2018-05-31,2018
32738_20190306,03/06/2019 12:00:00 AM,-1,Non-inspection site visit,32738,2019-03-06,2019
32738_20190320,03/20/2019 12:00:00 AM,-1,Non-inspection site visit,32738,2019-03-20,2019
32738_20190612,06/12/2019 12:00:00 AM,93,Routine - Unscheduled,32738,2019-06-12,2019
32738_20190703,07/03/2019 12:00:00 AM,-1,Reinspection/Followup,32738,2019-07-03,2019
32925_20170810,08/10/2017 12:00:00 AM,78,Routine - Unscheduled,32925,2017-08-10,2017
32925_20170814,08/14/2017 12:00:00 AM,-1,Reinspection/Followup,32925,2017-08-14,2017
32925_20170915,09/15/2017 12:00:00 AM,-1,Reinspection/Followup,32925,2017-09-15,2017
32925_20180223,02/23/2018 12:00:00 AM,-1,Non-inspection site visit,32925,2018-02-23,2018
32925_20180306,03/06/2018 12:00:00 AM,90,Routine - Unscheduled,32925,2018-03-06,2018
32925_20181205,12/05/2018 12:00:00 AM,82,Routine - Unscheduled,32925,2018-12-05,2018
32925_20181214,12/14/2018 12:00:00 AM,-1,Reinspection/Followup,32925,2018-12-14,2018
32925_20190320,03/20/2019 12:00:00 AM,-1,Complaint,32925,2019-03-20,2019
32925_20190329,03/29/2019 12:00:00 AM,-1,Complaint Reinspection/Followup,32925,2019-03-29,2019
32925_20190821,08/21/2019 12:00:00 AM,87,Routine - Unscheduled,32925,2019-08-21,2019
32925_20190822,08/22/2019 12:00:00 AM,-1,Reinspection/Followup,32925,2019-08-22,2019
32925_20190823,08/23/2019 12:00:00 AM,-1,Reinspection/Followup,32925,2019-08-23,2019
33084_20170815,08/15/2017 12:00:00 AM,96,Routine - Unscheduled,33084,2017-08-15,2017
33084_20180411,04/11/2018 12:00:00 AM,94,Routine - Unscheduled,33084,2018-04-11,2018
33084_20181107,11/07/2018 12:00:00 AM,-1,Complaint,33084,2018-11-07,2018
33084_20181113,11/13/2018 12:00:00 AM,-1,Non-inspection site visit,33084,2018-11-13,2018
33084_20190102,01/02/2019 12:00:00 AM,90,Routine - Unscheduled,33084,2019-01-02,2019
33084_20190111,01/11/2019 12:00:00 AM,-1,Reinspection/Followup,33084,2019-01-11,2019
33113_20170315,03/15/2017 12:00:00 AM,-1,Routine - Unscheduled,33113,2017-03-15,2017
33113_20180425,04/25/2018 12:00:00 AM,100,Routine - Unscheduled,33113,2018-04-25,2018
33113_20190129,01/29/2019 12:00:00 AM,82,Routine - Unscheduled,33113,2019-01-29,2019
33113_20190205,02/05/2019 12:00:00 AM,-1,Reinspection/Followup,33113,2019-02-05,2019
33113_20190805,08/05/2019 12:00:00 AM,88,Routine - Unscheduled,33113,2019-08-05,2019
33113_20190813,08/13/2019 12:00:00 AM,-1,Reinspection/Followup,33113,2019-08-13,2019
33173_20170911,09/11/2017 12:00:00 AM,98,Routine - Unscheduled,33173,2017-09-11,2017
33173_20180905,09/05/2018 12:00:00 AM,98,Routine - Unscheduled,33173,2018-09-05,2018
33173_20190909,09/09/2019 12:00:00 AM,98,Routine - Unscheduled,33173,2019-09-09,2019
3323_20170201,02/01/2017 12:00:00 AM,98,Routine - Unscheduled,3323,2017-02-01,2017
3323_20180213,02/13/2018 12:00:00 AM,96,Routine - Unscheduled,3323,2018-02-13,2018
3324_20170710,07/10/2017 12:00:00 AM,98,Routine - Unscheduled,3324,2017-07-10,2017
3324_20190308,03/08/2019 12:00:00 AM,87,Routine - Unscheduled,3324,2019-03-08,2019
3324_20190312,03/12/2019 12:00:00 AM,-1,Reinspection/Followup,3324,2019-03-12,2019
3324_20190910,09/10/2019 12:00:00 AM,91,Routine - Unscheduled,3324,2019-09-10,2019
3324_20190917,09/17/2019 12:00:00 AM,-1,Reinspection/Followup,3324,2019-09-17,2019
33386_20161028,10/28/2016 12:00:00 AM,90,Routine - Unscheduled,33386,2016-10-28,2016
33386_20180228,02/28/2018 12:00:00 AM,92,Routine - Unscheduled,33386,2018-02-28,2018
33386_20190719,07/19/2019 12:00:00 AM,94,Routine - Unscheduled,33386,2019-07-19,2019
3350_20171214,12/14/2017 12:00:00 AM,96,Routine - Unscheduled,3350,2017-12-14,2017
3350_20180814,08/14/2018 12:00:00 AM,96,Routine - Unscheduled,3350,2018-08-14,2018
3350_20190107,01/07/2019 12:00:00 AM,-1,Foodborne Illness Investigation,3350,2019-01-07,2019
33709_20161220,12/20/2016 12:00:00 AM,98,Routine - Unscheduled,33709,2016-12-20,2016
33709_20180426,04/26/2018 12:00:00 AM,100,Routine - Unscheduled,33709,2018-04-26,2018
33710_20170315,03/15/2017 12:00:00 AM,96,Routine - Unscheduled,33710,2017-03-15,2017
33710_20170912,09/12/2017 12:00:00 AM,96,Routine - Unscheduled,33710,2017-09-12,2017
33710_20180301,03/01/2018 12:00:00 AM,96,Routine - Unscheduled,33710,2018-03-01,2018
33710_20190731,07/31/2019 12:00:00 AM,96,Routine - Unscheduled,33710,2019-07-31,2019
33911_20161006,10/06/2016 12:00:00 AM,68,Routine - Unscheduled,33911,2016-10-06,2016
33911_20170207,02/07/2017 12:00:00 AM,-1,Complaint,33911,2017-02-07,2017
33911_20170302,03/02/2017 12:00:00 AM,-1,Reinspection/Followup,33911,2017-03-02,2017
33911_20180110,01/10/2018 12:00:00 AM,92,Routine - Unscheduled,33911,2018-01-10,2018
33911_20190506,05/06/2019 12:00:00 AM,91,Routine - Unscheduled,33911,2019-05-06,2019
3409_20170523,05/23/2017 12:00:00 AM,76,Routine - Unscheduled,3409,2017-05-23,2017
3409_20170524,05/24/2017 12:00:00 AM,74,Routine - Unscheduled,3409,2017-05-24,2017
3409_20180212,02/12/2018 12:00:00 AM,86,Routine - Unscheduled,3409,2018-02-12,2018
3409_20190128,01/28/2019 12:00:00 AM,77,Routine - Unscheduled,3409,2019-01-28,2019
3409_20190305,03/05/2019 12:00:00 AM,-1,Reinspection/Followup,3409,2019-03-05,2019
3409_20190710,07/10/2019 12:00:00 AM,87,Routine - Unscheduled,3409,2019-07-10,2019
3409_20190726,07/26/2019 12:00:00 AM,-1,Reinspection/Followup,3409,2019-07-26,2019
34102_20161007,10/07/2016 12:00:00 AM,90,Routine - Unscheduled,34102,2016-10-07,2016
34102_20161101,11/01/2016 12:00:00 AM,-1,Reinspection/Followup,34102,2016-11-01,2016
34102_20171212,12/12/2017 12:00:00 AM,88,Routine - Unscheduled,34102,2017-12-12,2017
34221_20180501,05/01/2018 12:00:00 AM,89,Routine - Unscheduled,34221,2018-05-01,2018
34221_20180503,05/03/2018 12:00:00 AM,-1,Reinspection/Followup,34221,2018-05-03,2018
34221_20190207,02/07/2019 12:00:00 AM,87,Routine - Unscheduled,34221,2019-02-07,2019
34221_20190215,02/15/2019 12:00:00 AM,-1,Reinspection/Followup,34221,2019-02-15,2019
34221_20190221,02/21/2019 12:00:00 AM,-1,Reinspection/Followup,34221,2019-02-21,2019
34221_20190822,08/22/2019 12:00:00 AM,94,Routine - Unscheduled,34221,2019-08-22,2019
34221_20190830,08/30/2019 12:00:00 AM,-1,Reinspection/Followup,34221,2019-08-30,2019
34418_20170508,05/08/2017 12:00:00 AM,85,Routine - Unscheduled,34418,2017-05-08,2017
34418_20170516,05/16/2017 12:00:00 AM,-1,Reinspection/Followup,34418,2017-05-16,2017
34418_20180730,07/30/2018 12:00:00 AM,87,Routine - Unscheduled,34418,2018-07-30,2018
34418_20190214,02/14/2019 12:00:00 AM,92,Routine - Unscheduled,34418,2019-02-14,2019
3459_20170905,09/05/2017 12:00:00 AM,85,Routine - Unscheduled,3459,2017-09-05,2017
3459_20170922,09/22/2017 12:00:00 AM,-1,Reinspection/Followup,3459,2017-09-22,2017
3459_20180104,01/04/2018 12:00:00 AM,-1,Complaint,3459,2018-01-04,2018
3459_20190206,02/06/2019 12:00:00 AM,86,Routine - Unscheduled,3459,2019-02-06,2019
3459_20190812,08/12/2019 12:00:00 AM,92,Routine - Unscheduled,3459,2019-08-12,2019
34708_20170306,03/06/2017 12:00:00 AM,96,Routine - Unscheduled,34708,2017-03-06,2017
34708_20170906,09/06/2017 12:00:00 AM,90,Routine - Unscheduled,34708,2017-09-06,2017
34708_20180313,03/13/2018 12:00:00 AM,90,Routine - Unscheduled,34708,2018-03-13,2018
34708_20190814,08/14/2019 12:00:00 AM,82,Routine - Unscheduled,34708,2019-08-14,2019
34708_20190823,08/23/2019 12:00:00 AM,-1,Reinspection/Followup,34708,2019-08-23,2019
34726_20180130,01/30/2018 12:00:00 AM,85,Routine - Unscheduled,34726,2018-01-30,2018
34726_20180228,02/28/2018 12:00:00 AM,-1,Reinspection/Followup,34726,2018-02-28,2018
34726_20181029,10/29/2018 12:00:00 AM,96,Routine - Unscheduled,34726,2018-10-29,2018
34726_20190429,04/29/2019 12:00:00 AM,92,Routine - Unscheduled,34726,2019-04-29,2019
3481_20171205,12/05/2017 12:00:00 AM,86,Routine - Unscheduled,3481,2017-12-05,2017
3481_20171212,12/12/2017 12:00:00 AM,-1,Reinspection/Followup,3481,2017-12-12,2017
3482_20170407,04/07/2017 12:00:00 AM,79,Routine - Unscheduled,3482,2017-04-07,2017
3482_20170417,04/17/2017 12:00:00 AM,-1,Reinspection/Followup,3482,2017-04-17,2017
3482_20171107,11/07/2017 12:00:00 AM,100,Routine - Unscheduled,3482,2017-11-07,2017
3482_20190226,02/26/2019 12:00:00 AM,90,Routine - Unscheduled,3482,2019-02-26,2019
3482_20190306,03/06/2019 12:00:00 AM,-1,Reinspection/Followup,3482,2019-03-06,2019
3482_20191003,10/03/2019 12:00:00 AM,91,Routine - Unscheduled,3482,2019-10-03,2019
3484_20170321,03/21/2017 12:00:00 AM,92,Routine - Unscheduled,3484,2017-03-21,2017
3484_20190228,02/28/2019 12:00:00 AM,85,Routine - Unscheduled,3484,2019-02-28,2019
3484_20190829,08/29/2019 12:00:00 AM,92,Routine - Unscheduled,3484,2019-08-29,2019
3484_20190920,09/20/2019 12:00:00 AM,-1,Non-inspection site visit,3484,2019-09-20,2019
3495_20161230,12/30/2016 12:00:00 AM,84,Routine - Unscheduled,3495,2016-12-30,2016
3495_20171211,12/11/2017 12:00:00 AM,98,Routine - Unscheduled,3495,2017-12-11,2017
3495_20190626,06/26/2019 12:00:00 AM,90,Routine - Unscheduled,3495,2019-06-26,2019
3495_20190711,07/11/2019 12:00:00 AM,-1,Reinspection/Followup,3495,2019-07-11,2019
3510_20161109,11/09/2016 12:00:00 AM,68,Routine - Unscheduled,3510,2016-11-09,2016
3510_20161122,11/22/2016 12:00:00 AM,-1,Reinspection/Followup,3510,2016-11-22,2016
3510_20190403,04/03/2019 12:00:00 AM,79,Routine - Unscheduled,3510,2019-04-03,2019
3520_20180503,05/03/2018 12:00:00 AM,100,Routine - Unscheduled,3520,2018-05-03,2018
3520_20190426,04/26/2019 12:00:00 AM,90,Routine - Unscheduled,3520,2019-04-26,2019
3520_20190503,05/03/2019 12:00:00 AM,-1,Reinspection/Followup,3520,2019-05-03,2019
3529_20170424,04/24/2017 12:00:00 AM,72,Routine - Unscheduled,3529,2017-04-24,2017
3529_20170426,04/26/2017 12:00:00 AM,-1,Non-inspection site visit,3529,2017-04-26,2017
3529_20170501,05/01/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-05-01,2017
3529_20170523,05/23/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-05-23,2017
3529_20170601,06/01/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-06-01,2017
3529_20170602,06/02/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-06-02,2017
3529_20171213,12/13/2017 12:00:00 AM,83,Routine - Unscheduled,3529,2017-12-13,2017
3529_20171221,12/21/2017 12:00:00 AM,-1,Reinspection/Followup,3529,2017-12-21,2017
35464_20161006,10/06/2016 12:00:00 AM,-1,Reinspection/Followup,35464,2016-10-06,2016
35464_20180111,01/11/2018 12:00:00 AM,89,Routine - Unscheduled,35464,2018-01-11,2018
35464_20180112,01/12/2018 12:00:00 AM,-1,Reinspection/Followup,35464,2018-01-12,2018
35464_20180124,01/24/2018 12:00:00 AM,-1,Reinspection/Followup,35464,2018-01-24,2018
35464_20180711,07/11/2018 12:00:00 AM,96,Routine - Unscheduled,35464,2018-07-11,2018
35464_20190701,07/01/2019 12:00:00 AM,100,Routine - Unscheduled,35464,2019-07-01,2019
3547_20170419,04/19/2017 12:00:00 AM,92,Routine - Unscheduled,3547,2017-04-19,2017
3547_20171130,11/30/2017 12:00:00 AM,94,Routine - Unscheduled,3547,2017-11-30,2017
3547_20190723,07/23/2019 12:00:00 AM,90,Routine - Unscheduled,3547,2019-07-23,2019
3547_20190802,08/02/2019 12:00:00 AM,-1,Reinspection/Followup,3547,2019-08-02,2019
35591_20180109,01/09/2018 12:00:00 AM,87,Routine - Unscheduled,35591,2018-01-09,2018
35591_20180202,02/02/2018 12:00:00 AM,-1,Reinspection/Followup,35591,2018-02-02,2018
35591_20180829,08/29/2018 12:00:00 AM,92,Routine - Unscheduled,35591,2018-08-29,2018
35591_20190717,07/17/2019 12:00:00 AM,89,Routine - Unscheduled,35591,2019-07-17,2019
35591_20190808,08/08/2019 12:00:00 AM,-1,Reinspection/Followup,35591,2019-08-08,2019
3578_20170322,03/22/2017 12:00:00 AM,96,Routine - Unscheduled,3578,2017-03-22,2017
3578_20180409,04/09/2018 12:00:00 AM,98,Routine - Unscheduled,3578,2018-04-09,2018
3578_20190410,04/10/2019 12:00:00 AM,96,Routine - Unscheduled,3578,2019-04-10,2019
35812_20171012,10/12/2017 12:00:00 AM,93,Routine - Unscheduled,35812,2017-10-12,2017
35812_20180530,05/30/2018 12:00:00 AM,90,Routine - Unscheduled,35812,2018-05-30,2018
35812_20190910,09/10/2019 12:00:00 AM,86,Routine - Unscheduled,35812,2019-09-10,2019
36014_20170110,01/10/2017 12:00:00 AM,92,Routine - Unscheduled,36014,2017-01-10,2017
36014_20180221,02/21/2018 12:00:00 AM,85,Routine - Unscheduled,36014,2018-02-21,2018
36014_20180227,02/27/2018 12:00:00 AM,-1,Reinspection/Followup,36014,2018-02-27,2018
36014_20190709,07/09/2019 12:00:00 AM,83,Routine - Unscheduled,36014,2019-07-09,2019
36014_20190716,07/16/2019 12:00:00 AM,-1,Reinspection/Followup,36014,2019-07-16,2019
3611_20170626,06/26/2017 12:00:00 AM,86,Routine - Unscheduled,3611,2017-06-26,2017
3611_20170724,07/24/2017 12:00:00 AM,-1,Reinspection/Followup,3611,2017-07-24,2017
3611_20170807,08/07/2017 12:00:00 AM,-1,Reinspection/Followup,3611,2017-08-07,2017
3611_20171013,10/13/2017 12:00:00 AM,-1,Foodborne Illness Investigation,3611,2017-10-13,2017
3611_20180403,04/03/2018 12:00:00 AM,94,Routine - Unscheduled,3611,2018-04-03,2018
3611_20190723,07/23/2019 12:00:00 AM,92,Routine - Unscheduled,3611,2019-07-23,2019
3611_20190730,07/30/2019 12:00:00 AM,-1,Reinspection/Followup,3611,2019-07-30,2019
3611_20190909,09/09/2019 12:00:00 AM,-1,Foodborne Illness Investigation,3611,2019-09-09,2019
3614_20161013,10/13/2016 12:00:00 AM,76,Routine - Unscheduled,3614,2016-10-13,2016
3614_20170109,01/09/2017 12:00:00 AM,-1,Reinspection/Followup,3614,2017-01-09,2017
3614_20171116,11/16/2017 12:00:00 AM,81,Routine - Unscheduled,3614,2017-11-16,2017
3614_20180205,02/05/2018 12:00:00 AM,-1,Reinspection/Followup,3614,2018-02-05,2018
3614_20181011,10/11/2018 12:00:00 AM,87,Routine - Unscheduled,3614,2018-10-11,2018
3626_20170605,06/05/2017 12:00:00 AM,-1,Complaint,3626,2017-06-05,2017
3626_20171004,10/04/2017 12:00:00 AM,89,Routine - Unscheduled,3626,2017-10-04,2017
3626_20171013,10/13/2017 12:00:00 AM,-1,Reinspection/Followup,3626,2017-10-13,2017
3626_20180529,05/29/2018 12:00:00 AM,90,Routine - Unscheduled,3626,2018-05-29,2018
3626_20190523,05/23/2019 12:00:00 AM,96,Routine - Unscheduled,3626,2019-05-23,2019
36277_20170126,01/26/2017 12:00:00 AM,90,Routine - Unscheduled,36277,2017-01-26,2017
36277_20181106,11/06/2018 12:00:00 AM,90,Routine - Unscheduled,36277,2018-11-06,2018
3631_20180301,03/01/2018 12:00:00 AM,90,Routine - Unscheduled,3631,2018-03-01,2018
3643_20170419,04/19/2017 12:00:00 AM,86,Routine - Unscheduled,3643,2017-04-19,2017
3643_20170426,04/26/2017 12:00:00 AM,-1,Reinspection/Followup,3643,2017-04-26,2017
3643_20170504,05/04/2017 12:00:00 AM,-1,Reinspection/Followup,3643,2017-05-04,2017
3643_20180719,07/19/2018 12:00:00 AM,88,Routine - Unscheduled,3643,2018-07-19,2018
3643_20190308,03/08/2019 12:00:00 AM,83,Routine - Unscheduled,3643,2019-03-08,2019
3645_20171102,11/02/2017 12:00:00 AM,90,Routine - Unscheduled,3645,2017-11-02,2017
3645_20190430,04/30/2019 12:00:00 AM,-1,Complaint,3645,2019-04-30,2019
36494_20170505,05/05/2017 12:00:00 AM,96,Routine - Unscheduled,36494,2017-05-05,2017
36494_20180205,02/05/2018 12:00:00 AM,91,Routine - Unscheduled,36494,2018-02-05,2018
36494_20180212,02/12/2018 12:00:00 AM,-1,Reinspection/Followup,36494,2018-02-12,2018
36494_20180223,02/23/2018 12:00:00 AM,-1,Reinspection/Followup,36494,2018-02-23,2018
36494_20190402,04/02/2019 12:00:00 AM,94,Routine - Unscheduled,36494,2019-04-02,2019
3651_20161102,11/02/2016 12:00:00 AM,-1,Complaint,3651,2016-11-02,2016
3651_20170622,06/22/2017 12:00:00 AM,-1,Complaint,3651,2017-06-22,2017
3651_20170705,07/05/2017 12:00:00 AM,-1,Non-inspection site visit,3651,2017-07-05,2017
3651_20170719,07/19/2017 12:00:00 AM,-1,Reinspection/Followup,3651,2017-07-19,2017
3651_20170728,07/28/2017 12:00:00 AM,-1,Reinspection/Followup,3651,2017-07-28,2017
3651_20170926,09/26/2017 12:00:00 AM,-1,Complaint,3651,2017-09-26,2017
3651_20170927,09/27/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,3651,2017-09-27,2017
3651_20171116,11/16/2017 12:00:00 AM,90,Routine - Unscheduled,3651,2017-11-16,2017
3651_20180103,01/03/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-01-03,2018
3651_20180504,05/04/2018 12:00:00 AM,-1,Complaint,3651,2018-05-04,2018
3651_20180625,06/25/2018 12:00:00 AM,77,Routine - Unscheduled,3651,2018-06-25,2018
3651_20180626,06/26/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-06-26,2018
3651_20180629,06/29/2018 12:00:00 AM,-1,Reinspection/Followup,3651,2018-06-29,2018
3651_20190321,03/21/2019 12:00:00 AM,90,Routine - Unscheduled,3651,2019-03-21,2019
36614_20180725,07/25/2018 12:00:00 AM,83,Routine - Unscheduled,36614,2018-07-25,2018
36614_20180806,08/06/2018 12:00:00 AM,-1,Non-inspection site visit,36614,2018-08-06,2018
36614_20180807,08/07/2018 12:00:00 AM,-1,Non-inspection site visit,36614,2018-08-07,2018
36614_20180809,08/09/2018 12:00:00 AM,-1,Reinspection/Followup,36614,2018-08-09,2018
36758_20161214,12/14/2016 12:00:00 AM,86,Routine - Unscheduled,36758,2016-12-14,2016
36758_20181003,10/03/2018 12:00:00 AM,89,Routine - Unscheduled,36758,2018-10-03,2018
36758_20181011,10/11/2018 12:00:00 AM,-1,Reinspection/Followup,36758,2018-10-11,2018
36786_20170208,02/08/2017 12:00:00 AM,82,Routine - Unscheduled,36786,2017-02-08,2017
36786_20180126,01/26/2018 12:00:00 AM,75,Routine - Unscheduled,36786,2018-01-26,2018
36786_20190404,04/04/2019 12:00:00 AM,87,Routine - Unscheduled,36786,2019-04-04,2019
36840_20161102,11/02/2016 12:00:00 AM,92,Routine - Unscheduled,36840,2016-11-02,2016
36840_20171207,12/07/2017 12:00:00 AM,82,Routine - Unscheduled,36840,2017-12-07,2017
36840_20171208,12/08/2017 12:00:00 AM,-1,Reinspection/Followup,36840,2017-12-08,2017
36840_20180103,01/03/2018 12:00:00 AM,-1,Reinspection/Followup,36840,2018-01-03,2018
36840_20180614,06/14/2018 12:00:00 AM,82,Routine - Unscheduled,36840,2018-06-14,2018
36840_20180710,07/10/2018 12:00:00 AM,-1,Reinspection/Followup,36840,2018-07-10,2018
36840_20190523,05/23/2019 12:00:00 AM,98,Routine - Unscheduled,36840,2019-05-23,2019
36876_20161109,11/09/2016 12:00:00 AM,91,Routine - Unscheduled,36876,2016-11-09,2016
36876_20170912,09/12/2017 12:00:00 AM,-1,Complaint,36876,2017-09-12,2017
36876_20170922,09/22/2017 12:00:00 AM,-1,Reinspection/Followup,36876,2017-09-22,2017
36876_20171115,11/15/2017 12:00:00 AM,-1,Complaint,36876,2017-11-15,2017
36876_20180214,02/14/2018 12:00:00 AM,-1,Complaint,36876,2018-02-14,2018
36876_20180904,09/04/2018 12:00:00 AM,92,Routine - Unscheduled,36876,2018-09-04,2018
36876_20180913,09/13/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-09-13,2018
36876_20180924,09/24/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-09-24,2018
36876_20181002,10/02/2018 12:00:00 AM,-1,Reinspection/Followup,36876,2018-10-02,2018
36876_20190923,09/23/2019 12:00:00 AM,86,Routine - Unscheduled,36876,2019-09-23,2019
36876_20191001,10/01/2019 12:00:00 AM,-1,Reinspection/Followup,36876,2019-10-01,2019
37038_20170131,01/31/2017 12:00:00 AM,94,Routine - Unscheduled,37038,2017-01-31,2017
37038_20180222,02/22/2018 12:00:00 AM,89,Routine - Unscheduled,37038,2018-02-22,2018
37038_20190522,05/22/2019 12:00:00 AM,90,Routine - Unscheduled,37038,2019-05-22,2019
3727_20180320,03/20/2018 12:00:00 AM,88,Routine - Unscheduled,3727,2018-03-20,2018
37350_20180111,01/11/2018 12:00:00 AM,96,Routine - Unscheduled,37350,2018-01-11,2018
37350_20180223,02/23/2018 12:00:00 AM,-1,Reinspection/Followup,37350,2018-02-23,2018
37350_20190412,04/12/2019 12:00:00 AM,94,Routine - Unscheduled,37350,2019-04-12,2019
37682_20170714,07/14/2017 12:00:00 AM,100,Routine - Unscheduled,37682,2017-07-14,2017
37682_20180905,09/05/2018 12:00:00 AM,-1,Foodborne Illness Investigation,37682,2018-09-05,2018
37682_20180912,09/12/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,37682,2018-09-12,2018
37682_20190206,02/06/2019 12:00:00 AM,82,Routine - Unscheduled,37682,2019-02-06,2019
37682_20190304,03/04/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-03-04,2019
37682_20190916,09/16/2019 12:00:00 AM,88,Routine - Unscheduled,37682,2019-09-16,2019
37682_20190925,09/25/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-09-25,2019
37682_20190930,09/30/2019 12:00:00 AM,-1,Reinspection/Followup,37682,2019-09-30,2019
3796_20170417,04/17/2017 12:00:00 AM,90,Routine - Unscheduled,3796,2017-04-17,2017
3796_20180501,05/01/2018 12:00:00 AM,100,Routine - Unscheduled,3796,2018-05-01,2018
3796_20190710,07/10/2019 12:00:00 AM,87,Routine - Unscheduled,3796,2019-07-10,2019
3796_20190718,07/18/2019 12:00:00 AM,-1,Reinspection/Followup,3796,2019-07-18,2019
38070_20171116,11/16/2017 12:00:00 AM,88,Routine - Unscheduled,38070,2017-11-16,2017
38070_20181026,10/26/2018 12:00:00 AM,82,Routine - Unscheduled,38070,2018-10-26,2018
38070_20181114,11/14/2018 12:00:00 AM,-1,Reinspection/Followup,38070,2018-11-14,2018
38179_20171002,10/02/2017 12:00:00 AM,94,Routine - Unscheduled,38179,2017-10-02,2017
38179_20180710,07/10/2018 12:00:00 AM,96,Routine - Unscheduled,38179,2018-07-10,2018
38179_20190530,05/30/2019 12:00:00 AM,100,Routine - Unscheduled,38179,2019-05-30,2019
38259_20180117,01/17/2018 12:00:00 AM,85,Routine - Unscheduled,38259,2018-01-17,2018
38259_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,38259,2018-01-26,2018
38259_20180417,04/17/2018 12:00:00 AM,-1,Complaint,38259,2018-04-17,2018
38259_20180418,04/18/2018 12:00:00 AM,-1,Complaint,38259,2018-04-18,2018
38259_20180420,04/20/2018 12:00:00 AM,-1,Complaint,38259,2018-04-20,2018
38259_20190415,04/15/2019 12:00:00 AM,88,Routine - Unscheduled,38259,2019-04-15,2019
38307_20170711,07/11/2017 12:00:00 AM,90,Routine - Unscheduled,38307,2017-07-11,2017
38307_20180404,04/04/2018 12:00:00 AM,-1,Reinspection/Followup,38307,2018-04-04,2018
38307_20190507,05/07/2019 12:00:00 AM,-1,Routine - Scheduled,38307,2019-05-07,2019
3838_20170207,02/07/2017 12:00:00 AM,-1,Complaint,3838,2017-02-07,2017
3838_20180222,02/22/2018 12:00:00 AM,72,Routine - Unscheduled,3838,2018-02-22,2018
3838_20180223,02/23/2018 12:00:00 AM,72,Routine - Unscheduled,3838,2018-02-23,2018
3838_20180227,02/27/2018 12:00:00 AM,-1,Non-inspection site visit,3838,2018-02-27,2018
3838_20180228,02/28/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-02-28,2018
3838_20180320,03/20/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-03-20,2018
3838_20180406,04/06/2018 12:00:00 AM,-1,Reinspection/Followup,3838,2018-04-06,2018
